question,parameter1,parameter2,keyword1,keyword2,module_ID,detailed answer,parameter reply
What is the right cap for Series D part number 91?,series d part number 91,,cap,,m_cap001,The cap for Series D part number 91 is cap_012,cap_012
What is the right cap for Series D part number 92?,series d part number 92,,cap,,m_cap001,The cap for Series D part number 92 is cap_013,cap_013
What is the right cap for Series D part number 93?,series d part number 93,,cap,,m_cap001,The cap for Series D part number 93 is cap_012,cap_012
What is the right cap for Series D part number 94?,series d part number 94,,cap,,m_cap001,The cap for Series D part number 94 is cap_011,cap_011
What is the right cap for Series D part number 95?,series d part number 95,,cap,,m_cap001,The cap for Series D part number 95 is cap_013,cap_013
What is the right cap for Series D part number 96?,series d part number 96,,cap,,m_cap001,The cap for Series D part number 96 is cap_011,cap_011
What is the right cap for Series D part number 97?,series d part number 97,,cap,,m_cap001,The cap for Series D part number 97 is cap_011,cap_011
What is the right cap for Series D part number 98?,series d part number 98,,cap,,m_cap001,The cap for Series D part number 98 is cap_011,cap_011
What is the right cap for Series D part number 99?,series d part number 99,,cap,,m_cap001,The cap for Series D part number 99 is cap_014,cap_014
What is the right cap for Series D part number 100?,series d part number 100,,cap,,m_cap001,The cap for Series D part number 100 is cap_018,cap_018
What is the right cap for Series D part number 101?,series d part number 101,,cap,,m_cap001,The cap for Series D part number 101 is cap_010,cap_010
What is the right cap for Series D part number 88?,series d part number 88,,cap,,m_cap001,The cap for Series D part number 88 is cap_010,cap_010
What is the right cap for Series D part number 89?,series d part number 89,,cap,,m_cap001,The cap for Series D part number 89 is cap_010,cap_010
What is the right cap for Series D part number 90?,series d part number 90,,cap,,m_cap001,The cap for Series D part number 90 is cap_011,cap_011
What is the right cap for Series D part number 91?,series d part number 91,,cap,,m_cap001,The cap for Series D part number 91 is cap_012,cap_012
What is the right cap for Series D part number 92?,series d part number 92,,cap,,m_cap001,The cap for Series D part number 92 is cap_013,cap_013
What is the right cap for Series D part number 93?,series d part number 93,,cap,,m_cap001,The cap for Series D part number 93 is cap_012,cap_012
What is the right cap for Series D part number 94?,series d part number 94,,cap,,m_cap001,The cap for Series D part number 94 is cap_011,cap_011
What is the right cap for Series D part number 95?,series d part number 95,,cap,,m_cap001,The cap for Series D part number 95 is cap_013,cap_013
What is the right cap for Series D part number 96?,series d part number 96,,cap,,m_cap001,The cap for Series D part number 96 is cap_011,cap_011
What is the right cap for Series D part number 97?,series d part number 97,,cap,,m_cap001,The cap for Series D part number 97 is cap_011,cap_011
What is the right cap for Series D part number 98?,series d part number 98,,cap,,m_cap001,The cap for Series D part number 98 is cap_011,cap_011
What is the right cap for Series D part number 99?,series d part number 99,,cap,,m_cap001,The cap for Series D part number 99 is cap_014,cap_014
What is the right cap for Series D part number 100?,series d part number 100,,cap,,m_cap001,The cap for Series D part number 100 is cap_018,cap_018
What is the right cap for Series D part number 101?,series d part number 101,,cap,,m_cap001,The cap for Series D part number 101 is cap_010,cap_010
What is the right cap for Series D part number 88?,series d part number 88,,cap,,m_cap001,The cap for Series D part number 88 is cap_010,cap_010
What is the right cap for Series D part number 89?,series d part number 89,,cap,,m_cap001,The cap for Series D part number 89 is cap_010,cap_010
What is the right cap for Series D part number 90?,series d part number 90,,cap,,m_cap001,The cap for Series D part number 90 is cap_011,cap_011
What is the right cap for Series D part number 91?,series d part number 91,,cap,,m_cap001,The cap for Series D part number 91 is cap_012,cap_012
What is the right cap for Series D part number 92?,series d part number 92,,cap,,m_cap001,The cap for Series D part number 92 is cap_013,cap_013
What is the right cap for Series D part number 93?,series d part number 93,,cap,,m_cap001,The cap for Series D part number 93 is cap_012,cap_012
What is the right cap for Series D part number 94?,series d part number 94,,cap,,m_cap001,The cap for Series D part number 94 is cap_011,cap_011
What is the right cap for Series D part number 95?,series d part number 95,,cap,,m_cap001,The cap for Series D part number 95 is cap_013,cap_013
What is the right cap for Series D part number 96?,series d part number 96,,cap,,m_cap001,The cap for Series D part number 96 is cap_011,cap_011
What is the right cap for Series D part number 97?,series d part number 97,,cap,,m_cap001,The cap for Series D part number 97 is cap_011,cap_011
What is the right cap for Series D part number 98?,series d part number 98,,cap,,m_cap001,The cap for Series D part number 98 is cap_011,cap_011
What is the right cap for Series D part number 101?,series d part number 101,,cap,,m_cap001,The cap for Series D part number 101 is cap_010,cap_010
What is the right cap for Series D part number 88?,series d part number 88,,cap,,m_cap001,The cap for Series D part number 88 is cap_010,cap_010
What is the right cap for Series D part number 89?,series d part number 89,,cap,,m_cap001,The cap for Series D part number 89 is cap_010,cap_010
What is the right cap for Series D part number 90?,series d part number 90,,cap,,m_cap001,The cap for Series D part number 90 is cap_011,cap_011
What is the right cap for Series D part number 91?,series d part number 91,,cap,,m_cap001,The cap for Series D part number 91 is cap_012,cap_012
What is the right cap for Series D part number 92?,series d part number 92,,cap,,m_cap001,The cap for Series D part number 92 is cap_013,cap_013
What is the right cap for Series D part number 93?,series d part number 93,,cap,,m_cap001,The cap for Series D part number 93 is cap_012,cap_012
What is the right cap for Series D part number 94?,series d part number 94,,cap,,m_cap001,The cap for Series D part number 94 is cap_011,cap_011
What is the right cap for Series D part number 95?,series d part number 95,,cap,,m_cap001,The cap for Series D part number 95 is cap_013,cap_013
What is the right cap for Series D part number 96?,series d part number 96,,cap,,m_cap001,The cap for Series D part number 96 is cap_011,cap_011
What is the right cap for Series D part number 97?,series d part number 97,,cap,,m_cap001,The cap for Series D part number 97 is cap_011,cap_011
What is the right cap for Series D part number 98?,series d part number 98,,cap,,m_cap001,The cap for Series D part number 98 is cap_011,cap_011
What is the right cap for Series D part number 101?,series d part number 101,,cap,,m_cap001,The cap for Series D part number 101 is cap_010,cap_010
What is the right cap for Series D part number 88?,series d part number 88,,cap,,m_cap001,The cap for Series D part number 88 is cap_010,cap_010
What is the right cap for Series D part number 89?,series d part number 89,,cap,,m_cap001,The cap for Series D part number 89 is cap_010,cap_010
What is the right cap for Series D part number 90?,series d part number 90,,cap,,m_cap001,The cap for Series D part number 90 is cap_011,cap_011
What is the right cap for Series D part number 91?,series d part number 91,,cap,,m_cap001,The cap for Series D part number 91 is cap_012,cap_012
What is the right cap for Series D part number 93?,series d part number 93,,cap,,m_cap001,The cap for Series D part number 93 is cap_012,cap_012
What is the right cap for Series D part number 94?,series d part number 94,,cap,,m_cap001,The cap for Series D part number 94 is cap_011,cap_011
What is the right cap for Series D part number 96?,series d part number 96,,cap,,m_cap001,The cap for Series D part number 96 is cap_011,cap_011
What is the right cap for Series D part number 97?,series d part number 97,,cap,,m_cap001,The cap for Series D part number 97 is cap_011,cap_011
What is the right cap for Series D part number 98?,series d part number 98,,cap,,m_cap001,The cap for Series D part number 98 is cap_011,cap_011
What is the right cap for Series D part number 101?,series d part number 101,,cap,,m_cap001,The cap for Series D part number 101 is cap_010,cap_010
What is the right cap for Series D part number 150?,series d part number 150,,cap,,m_cap001,The cap for Series D part number 150 is cap_013,cap_013
What is the right cap for Series D part number 150?,series d part number 150,,cap,,m_cap001,The cap for Series D part number 150 is cap_013,cap_013
What is the right cap for Series D part number 150?,series d part number 150,,cap,,m_cap001,The cap for Series D part number 150 is cap_013,cap_013
What is the right cap for Series D part number 150?,series d part number 150,,cap,,m_cap001,The cap for Series D part number 150 is cap_013,cap_013
What is the right cap for Series D part number 154?,series d part number 154,,cap,,m_cap001,The cap for Series D part number 154 is cap_013,cap_013
What is the right cap for Series D part number 154?,series d part number 154,,cap,,m_cap001,The cap for Series D part number 154 is cap_013,cap_013
What is the right cap for Series D part number 154?,series d part number 154,,cap,,m_cap001,The cap for Series D part number 154 is cap_013,cap_013
What is the right cap for Series D part number 154?,series d part number 154,,cap,,m_cap001,The cap for Series D part number 154 is cap_013,cap_013
What is the right cap for Series D part number 150?,series d part number 150,,cap,,m_cap001,The cap for Series D part number 150 is cap_013,cap_013
What is the right cap for Series D part number 154?,series d part number 154,,cap,,m_cap001,The cap for Series D part number 154 is cap_013,cap_013
What is the right cap for Series D part number 158?,series d part number 158,,cap,,m_cap001,The cap for Series D part number 158 is cap_017,cap_017
What is the right cap for Series D part number 159?,series d part number 159,,cap,,m_cap001,The cap for Series D part number 159 is cap_017,cap_017
What is the right cap for Series D part number 160?,series d part number 160,,cap,,m_cap001,The cap for Series D part number 160 is cap_017,cap_017
What is the right cap for Series D part number 161?,series d part number 161,,cap,,m_cap001,The cap for Series D part number 161 is cap_017,cap_017
What is the right cap for SeriesA_pn 001?,seriesa_pn 001,,cap,,m_cap001,The cap for SeriesA_pn 001 is cap_019,cap_019
What is the right cap for SeriesA_pn 002?,seriesa_pn 002,,cap,,m_cap001,The cap for SeriesA_pn 002 is cap_019,cap_019
What is the right cap for SeriesA_pn 003?,seriesa_pn 003,,cap,,m_cap001,The cap for SeriesA_pn 003 is cap_019,cap_019
What is the right cap for SeriesA_pn 004?,seriesa_pn 004,,cap,,m_cap001,The cap for SeriesA_pn 004 is cap_019,cap_019
What is the right cap for SeriesA_pn 005?,seriesa_pn 005,,cap,,m_cap001,The cap for SeriesA_pn 005 is cap_019,cap_019
What is the right cap for SeriesA_pn 006?,seriesa_pn 006,,cap,,m_cap001,The cap for SeriesA_pn 006 is cap_019,cap_019
What is the right cap for SeriesA_pn 007?,seriesa_pn 007,,cap,,m_cap001,The cap for SeriesA_pn 007 is cap_020,cap_020
What is the right cap for SeriesA_pn 008?,seriesa_pn 008,,cap,,m_cap001,The cap for SeriesA_pn 008 is cap_020,cap_020
What is the right cap for SeriesA_pn 009?,seriesa_pn 009,,cap,,m_cap001,The cap for SeriesA_pn 009 is cap_020,cap_020
What is the right cap for SeriesA_pn 010?,seriesa_pn 010,,cap,,m_cap001,The cap for SeriesA_pn 010 is cap_020,cap_020
What is the right cap for SeriesA_pn 011?,seriesa_pn 011,,cap,,m_cap001,The cap for SeriesA_pn 011 is cap_020,cap_020
What is the right cap for SeriesA_pn 012?,seriesa_pn 012,,cap,,m_cap001,The cap for SeriesA_pn 012 is cap_020,cap_020
What is the right cap for SeriesA_pn 013?,seriesa_pn 013,,cap,,m_cap001,The cap for SeriesA_pn 013 is cap_021,cap_021
What is the right cap for SeriesA_pn 014?,seriesa_pn 014,,cap,,m_cap001,The cap for SeriesA_pn 014 is cap_021,cap_021
What is the right cap for SeriesA_pn 015?,seriesa_pn 015,,cap,,m_cap001,The cap for SeriesA_pn 015 is cap_021,cap_021
What is the right cap for SeriesA_pn 016?,seriesa_pn 016,,cap,,m_cap001,The cap for SeriesA_pn 016 is cap_022,cap_022
What is the right cap for SeriesA_pn 017?,seriesa_pn 017,,cap,,m_cap001,The cap for SeriesA_pn 017 is cap_022,cap_022
What is the right cap for SeriesA_pn 018?,seriesa_pn 018,,cap,,m_cap001,The cap for SeriesA_pn 018 is cap_022,cap_022
What is the right cap for SeriesA_pn 019?,seriesa_pn 019,,cap,,m_cap001,The cap for SeriesA_pn 019 is cap_019,cap_019
What is the right cap for SeriesA_pn 020?,seriesa_pn 020,,cap,,m_cap001,The cap for SeriesA_pn 020 is cap_019,cap_019
What is the right cap for SeriesA_pn 021?,seriesa_pn 021,,cap,,m_cap001,The cap for SeriesA_pn 021 is cap_019,cap_019
What is the right cap for SeriesA_pn 022?,seriesa_pn 022,,cap,,m_cap001,The cap for SeriesA_pn 022 is cap_020,cap_020
What is the right cap for SeriesA_pn 023?,seriesa_pn 023,,cap,,m_cap001,The cap for SeriesA_pn 023 is cap_020,cap_020
What is the right cap for SeriesA_pn 024?,seriesa_pn 024,,cap,,m_cap001,The cap for SeriesA_pn 024 is cap_020,cap_020
What is the right cap for SeriesA_pn 025?,seriesa_pn 025,,cap,,m_cap001,The cap for SeriesA_pn 025 is cap_019,cap_019
What is the right cap for SeriesA_pn 026?,seriesa_pn 026,,cap,,m_cap001,The cap for SeriesA_pn 026 is cap_020,cap_020
What is the right cap for SeriesA_pn 027?,seriesa_pn 027,,cap,,m_cap001,The cap for SeriesA_pn 027 is cap_020,cap_020
What is the right cap for SeriesA_pn 028?,seriesa_pn 028,,cap,,m_cap001,The cap for SeriesA_pn 028 is cap_020,cap_020
What is the right cap for SeriesA_pn 029?,seriesa_pn 029,,cap,,m_cap001,The cap for SeriesA_pn 029 is cap_019,cap_019
What is the right cap for SeriesA_pn 030?,seriesa_pn 030,,cap,,m_cap001,The cap for SeriesA_pn 030 is cap_019,cap_019
What is the right cap for SeriesA_pn 031?,seriesa_pn 031,,cap,,m_cap001,The cap for SeriesA_pn 031 is cap_019,cap_019
What is the right cap for SeriesA_pn 032?,seriesa_pn 032,,cap,,m_cap001,The cap for SeriesA_pn 032 is cap_019,cap_019
What is the right cap for SeriesA_pn 033?,seriesa_pn 033,,cap,,m_cap001,The cap for SeriesA_pn 033 is cap_020,cap_020
What is the right cap for SeriesA_pn 034?,seriesa_pn 034,,cap,,m_cap001,The cap for SeriesA_pn 034 is cap_020,cap_020
What is the right cap for SeriesA_pn 035?,seriesa_pn 035,,cap,,m_cap001,The cap for SeriesA_pn 035 is cap_020,cap_020
What is the right cap for SeriesA_pn 036?,seriesa_pn 036,,cap,,m_cap001,The cap for SeriesA_pn 036 is cap_019,cap_019
What is the right cap for SeriesA_pn 037?,seriesa_pn 037,,cap,,m_cap001,The cap for SeriesA_pn 037 is cap_020,cap_020
What is the right cap for SeriesA_pn 038?,seriesa_pn 038,,cap,,m_cap001,The cap for SeriesA_pn 038 is cap_020,cap_020
